607.6498  669.3886  672.4060 610.3889  506.4898  557.9504  560.4655  508.7729  57.7608   63.6295   0       0       48.1450 53.0366   0       0       1668.6996 1641.6502 1641.6502 1668.6996 1407.5463 1385  1385 1407.5463
599.4572  660.3635  669.3886 607.6498  499.6610  550.4278  557.9504  506.4898  115.0033  126.6879  63.6295 57.7608 95.8578 105.5972  53.0366 48.1450 1668.6996 1641.6502 1641.6502 1668.6996 1407.5463 1385  1385 1407.5463
585.8844 645.4118  660.3635 599.4572  488.348  537.9652  550.4278  499.6610  171.2136 188.6093  126.6879 115.0033 142.7104 157.2101 105.5972 95.8578 1668.6996 1641.6502 1641.6502 1668.6996 1407.5463 1385  1385 1407.5463
563.9258 621.2222 645.4118 585.8844  470.0448 517.8026  537.9652  488.348   233.5857 257.3186  188.6093 171.2136 194.6989 214.4809 157.2101 142.7104 1668.6996 1641.6502 1641.6502 1668.6996 1407.5463 1385  1385 1407.5463

680.1432 738.5927 743.9259 683.2091 568.6181 617.4835 621.9422 571.1812 64.6518 70.2078 0 0 54.0506 58.6956 0
0 1666.4187 1638.0015 1637.0317 1666.4187 1409.5684 1385.8108 1385 1409.5684
670.9731 730.0777 738.5927 680.1432 560.9516 610.3647 617.4835 568.6181 128.7233 140.0623 70.2078 64.6518 107.6162 117.0958 58.6956 54.0506 1666.4187 1637.2904 1638.0015 1666.4187 1409.5684 1385.2163 1385.8108 1409.5684
655.7811 712.1371 730.0777 670.9731 548.2507 595.3658 610.3647 560.9516 191.6396 208.1085 140.0623 128.7233 160.2159 173.9844 117.0958 107.6162 1666.4187 1638.0015 1637.2904 1666.4187 1409.5684 1385.8108 1385.2163 1409.5684
631.2029 688.0732 712.1371 655.7811 527.7026 575.2478 595.3658 548.2507 261.4528 285.0093 208.1085 191.6396 218.5816 238.2754 173.9844 160.2159 1666.4187 1636.6255 1638.0015 1666.4187 1409.5684 1384.6604 1385.8108 1409.5684

752.5079 813.8474 816.1921 756.8501 631.1330 682.5789 684.5454 634.7749 57.1625 61.8221 0 0 47.9426 51.8505 0 0 1664.8927 1632.1217 1632.1217 1663.7344 1412.4852 1385 1385 1411.5138
748.1656 806.8268 813.8474 752.5079 627.4912 676.6906 682.5789 631.1330 114.3251 123.2889 61.8221 57.1625 95.8851 103.4032 51.8505 47.9426 1663.7344 1632.1217 1632.1217 1664.8927 1411.5138 1385 1385 1412.4852
737.3569 795.1705 806.8268 748.1656 618.4258 666.9144 676.6906 627.4912 170.6661 184.0474 123.2889 114.3251 143.1387 154.3617 103.4032 95.8851 1663.7344 1632.1217 1632.1217 1663.7344 1411.5138 1385 1385 1411.5138
720.2366 778.9456 795.1705 737.3569 604.0669 653.3065 666.9144 618.4258 225.3772 243.7458 184.0474 170.6661 189.0253 204.4334 154.3617 143.1387 1664.8927 1632.1217 1632.1217 1663.7344 1412.4852 1385 1385 1411.5138
700.0271 754.0632 778.9456 720.2366 587.1170 632.4375 653.3065 604.0669 289.9607 312.3432 243.7458 225.3772 243.1918 261.9642 204.4334 189.0253 1663.2796 1632.1217 1632.1217 1664.8927 1411.1355 1385 1385 1412.4852

829.0168 885.0556 889.3090 831.4053 697.6540 744.8131 748.3925 699.6640 62.9744 67.2312 0 0 52.9957 56.5780 0
0 1660.6792 1627.9478 1626.9556 1660.6792 1413.3798 1385.8349 1385 1413.3798
821.8653 878.6836 885.0556 829.0168 691.6357 739.4507 744.8131 697.6540 125.5869 134.2692 67.2312 62.9744 105.6869 112.9934 56.5780 52.9957 1660.6792 1627.2037 1627.9478 1660.6792 1413.3798 1385.2088 1385.8349 1413.3798
809.9918 865.9892 878.6836 821.8653 681.6436 728.7679 739.4507 691.6357 187.4779 200.4389 134.2692 125.5869 157.7709 168.6781 112.9934 105.6869 1660.6792 1627.2037 1627.2037 1660.6792 1413.3798 1385.2088 1385.2088 1413.3798
793.4645 847.1001 865.9892 809.9918 667.7351 712.8718 728.7679 681.6436 248.2917 265.0754 200.4389 187.4779 208.9484 223.0726 168.6781 157.7709 1660.6792 1627.9478 1627.2037 1660.6792 1413.3798 1385.8349 1385.2088 1413.3798
768.1183 822.3989 847.1001 793.4645 646.4052 692.0847 712.8718 667.7351 318.1650 340.6488 265.0754 248.2917 267.7498 286.6709 223.0726 208.9484 1660.6792 1626.4611 1627.9478 1660.6792 1413.3798 1384.5838 1385.8349 1413.3798

903.3584 961.4649 963.3871 906.9740 762.9071 811.9794 813.6028 765.9607 57.1511 60.8272 0 0 48.2655 51.3700 0 0 1658.4324 1621.5685 1621.5685 1657.2867 1416.1324 1385 1385 1415.1648
899.7427 955.7060 961.4649 903.3584 759.8536 807.1160 811.9794 762.9071 114.3022 121.4117 60.8272 57.1511 96.5308 102.5350 51.3700 48.2655 1657.2867 1621.5685 1621.5685 1658.4324 1415.1648 1385 1385 1416.1324
890.7306 946.1333 955.7060 899.7427 752.2427 799.0316 807.1160 759.8536 170.8829 181.5116 121.4117 114.3022 144.3145 153.2908 102.5350 96.5308 1657.2867 1621.5685 1621.5685 1657.2867 1415.1648 1385 1385 1415.1648
878.1640 932.7851 946.1333 890.7306 741.6299 787.7587 799.0316 752.2427 226.7816 240.8873 181.5116 170.8829 191.5224 203.4349 153.2908 144.3145 1657.2867 1621.5685 1621.5685 1657.2867 1415.1648 1385 1385 1415.1648
860.3730 915.7146 932.7851 878.1640 726.6050 773.3422 787.7587 741.6299 281.2132 299.3017 240.8873 226.7816 237.4911 252.7672 203.4349 191.5224 1658.4324 1621.5685 1621.5685 1657.2867 1416.1324 1385 1385 1415.1648
