838.7348 890.0536 915.7146 860.3730 708.3311 751.6710 773.3422 726.6050 347.4153 368.6723 299.3017 281.2132 293.4003 311.3523 252.7672 237.4911 1656.7384 1621.5685 1621.5685 1658.4324 1414.7017 1385 1385 1416.1324

981.6041 1036.1367 1038.2082 983.5665  832.0216  878.2442  880       833.6850  62.1013   65.5513    0       0      52.6379 55.5622   0       0       1653.4398 1616.0199 1616.0199 1653.4398 1416.7177 1385 1385 1416.7177
975.7245 1029.9305 1036.1367 981.6041  827.0380  872.9837  878.2442  832.0216  123.9548  130.8410  65.5513 62.1013 105.0658 110.9027 55.5622 52.6379 1653.4398 1616.0199 1616.0199 1653.4398 1416.7177 1385 1385 1416.7177
965.9513 1019.6144 1029.9305 975.7245  818.7541  864.2396  872.9837  827.0380  185.3136 195.6087 130.8410 123.9548 157.0745 165.8007 110.9027 105.0658 1653.4398 1616.0199 1616.0199 1653.4398 1416.7177 1385 1385 1416.7177
952.3235 1005.2295 1019.6144 965.9513  807.2029  852.0468  864.2396  818.7541  245.933  259.5957 195.6087 185.3136 208.4563 220.037  165.8007 157.0745 1653.4398 1616.0199 1616.0199 1653.4398 1416.7177 1385 1385 1416.7177
934.8954 986.8332  1005.2295 952.3235  792.4307  836.4538  852.0468  807.2029  305.5709 322.5468 259.5957 245.933  259.0063 273.3953 220.037  208.4563 1653.4398 1616.0199 1616.0199 1653.4398 1416.7177 1385 1385 1416.7177
908.6970 959.1793  986.8332  934.8954  770.2245  813.014   836.4538  792.4307  376.3946 397.3051 322.5468 305.5709 319.0374 336.7614 273.3953 259.0063 1653.4398 1616.0199 1616.0199 1653.4398 1416.7177 1385 1385 1416.7177

103.0901  112.0823  86.1861 93.7038 735.3898  614.8057
153.8943  167.3180  128.6598  139.8824  724.7656  605.9236
104.7116  111.8970  88.1194 94.1662 882.2185  742.4255
156.5324  167.3540  131.7289  140.8357  873.3819  734.9891
207.7535  222.0097  174.8337  186.8308  861.0601  724.6198
