0.401887   -2.27631   0.234001   0.549797   0.600024
2.06259   -0.433129   0.688108   0.511802   -0.0285022   
45.1143   -0.128851   5.63454   -0.536226   -0.0254698   
86.7989   -0.101089   8.60358   -1.40042   -0.0229401   
45.8485   -0.127029   5.65019   -1.1083   -0.0367767   
8.21623   -0.233197   1.7428   -0.126694   -0.0846748   
7.0769   -0.247514   1.57949   -0.159288   -0.099596   
4.70341   -0.29338   1.20179   -0.0630026   -0.1248   
3.97769   -0.309571   1.05633   -0.0287371   -0.131947   
5.51821   -0.274229   1.33947   -0.170476   -0.118834   
3.41743   -0.317822   0.921403   -0.0351828   -0.151077   
5.42315   -0.273868   1.31526   -0.138482   -0.116066   
5.13346   -0.276731   1.25718   -0.108523   -0.115869   
2.0227   -0.420485   0.665179   0.119117   -0.189642   
2.87654   -0.344701   0.828029   0.0218723   -0.162001   
3.96708   -0.314422   1.06225   0.0338866   -0.113838   
3.1487   -0.342384   0.898963   0.077191   -0.139678   
6.55756   -0.251118   1.48029   -0.0974006   -0.0974528   
3.7268   -0.32538   1.03056   0.19043   -0.0961247   
15.0839   -0.183071   2.58956   -0.384656   -0.0647078   
40.9639   -0.104202   4.2288   -1.93016   -0.058717   
138.885   -0.0789235   10.9002   -1.46577   -0.0117157 
