50	6.0281	0.189476	1.65952	0.00305527
49	3.40639	0.096104	1.7325	0.00155303
48	3.08753	0.0865882	1.7521	0.00138106
47	2.9032	0.0539164	1.75294	0.000713836
46	2.81566	0.053098	1.76015	0.000716653
45	2.63445	0.0516503	1.76193	0.000692559
44	2.79735	0.0556316	1.76562	0.000747682
43	2.59418	0.0912248	1.76996	0.00129829
42	2.5985	0.0552363	1.77408	0.00072252
41	2.51187	0.0524117	1.7747	0.000693914
40	2.49223	0.05545	1.77712	0.000729128
39	2.57448	0.0540255	1.77324	0.000728472
38	2.5822	0.0570592	1.77848	0.000757178
37	2.45098	0.057017	1.77969	0.000746159
36	2.53903	0.0613746	1.78124	0.000800607
35	2.47478	0.0606268	1.78673	0.000781918
34	2.58798	0.063822	1.78399	0.000833625
33	2.57244	0.0634593	1.78824	0.000802659
32	2.60255	0.0635402	1.78528	0.00083712
31	2.57393	0.140325	1.79217	0.00164305
30	2.77593	0.0760709	1.79152	0.00098862
29	2.61565	0.0715619	1.78915	0.000929526
28	2.58756	0.0677718	1.7923	0.000880937
27	2.69419	0.0705157	1.78752	0.000930117
26	2.64067	0.065746	1.79073	0.000858405
25	2.53477	0.0638311	1.78928	0.000824204
24	2.61163	0.0650781	1.78564	0.000843318
23	2.72318	0.0661556	1.78125	0.00088256
22	2.5391	0.0588651	1.78038	0.000785579
21	2.5451	0.0589765	1.77788	0.00079105
20	2.56921	0.0579415	1.77972	0.00075723
19	2.57431	0.0552943	1.77241	0.000748683
18	2.45361	0.052974	1.77347	0.00070373
17	2.6077	0.0557842	1.77327	0.000745765
16	2.53279	0.0527077	1.77391	0.000697087
15	2.54235	0.0515861	1.76823	0.000694058
14	2.73158	0.0556439	1.76492	0.000744734
13	2.62184	0.0524883	1.76427	0.00069153
12	2.7504	0.0535662	1.7623	0.000719995
11	2.81904	0.0521714	1.75508	0.000711151
10	2.87226	0.0534851	1.75073	0.000721232
9	2.97137	0.0533726	1.74853	0.000725486
8	3.44891	0.0906906	1.73135	0.00151695
7	5.80455	0.235169	1.66277	0.00357912
57	5.7203	0.156547	1.79615	0.00134598
56	3.57501	0.0899529	1.80354	0.00117276
55	3.77186	0.0512479	1.81642	0.000646103
54	3.92354	0.056776	1.81701	0.000739039
53	3.90958	0.0578039	1.81138	0.000754571
52	4.87261	0.0970883	1.77781	0.00117175
0	5.74116	0.269348	1.79332	0.00293624
1	3.79485	0.0507743	1.80964	0.000628765
2	3.97249	0.0560665	1.81419	0.00071981
3	4.01352	0.0561521	1.82546	0.000721238
4	4.0291	0.11861	1.81122	0.00147437
5	5.21198	0.0941359	1.77563	0.00110883
6	0	0	0	0
51	0	0	0	0
