1.605     -1.702     0.8433    0.3072    -0.1809 
1.61378   -1.64817   0.82998   0.313184   -0.241374   
1.61423   -1.7104   0.835333   0.317354   -0.208666   
1.56856   -1.88387   0.823839   0.297442   -0.191443   
1.66706   -1.80065   0.874175   0.297668   -0.171072   
1.63905   -1.82067   0.857163   0.291766   -0.189187   
1.70169   -1.70967   0.875407   0.294197   -0.187517   
1.65895   -1.77221   0.860064   0.319721   -0.180171   
1.71231   -1.72234   0.894846   0.324359   -0.179376   
1.70664   -1.7043   0.890279   0.340274   -0.174848   
1.63732   -1.7538   0.848416   0.361495   -0.165618   
1.64284   -1.74517   0.849809   0.372828   -0.166156   
1.65123   -1.72428   0.853001   0.373462   -0.169644   
1.68301   -1.68653   0.872458   0.376805   -0.1687   
1.67848   -1.70191   0.872079   0.394906   -0.152216   
1.66747   -1.69577   0.85998   0.412362   -0.146335   
1.73075   -1.63436   0.897135   0.415805   -0.135479   
1.6684   -1.72378   0.868293   0.424396   -0.138188   
1.73724   -1.63914   0.904498   0.42581   -0.125026   
1.71719   -1.6585   0.895496   0.424861   -0.12215   
1.58205   -1.65192   0.876376   0.325307   -0.105582   
1.76975   -1.50663   0.979535   0.103723   -0.0352937   
1.15904   -1.56713   0.984546   1.14541   0.3847   
1.37134   -1.54402   0.706464   0.39651   -0.158022   
1.40442   -1.65389   0.725173   0.379848   -0.122807   
1.57183   -1.62541   0.813111   0.349028   -0.0998017   
1.5351   -1.64644   0.796402   0.340494   -0.121491   
1.42652   -1.75794   0.736557   0.341787   -0.136631   
1.45629   -1.69182   0.738287   0.343654   -0.137474   
1.54576   -1.61163   0.790308   0.346731   -0.132713   
1.62773   -1.54993   0.836333   0.357375   -0.121479   
1.62792   -1.54769   0.835837   0.362348   -0.124347   
1.48627   -1.67459   0.762441   0.365946   -0.138747   
1.60312   -1.54686   0.820789   0.380993   -0.125295   
1.69051   -1.49195   0.86617   0.39392   -0.103018   
1.65007   -1.52387   0.849333   0.389985   -0.117323   
1.74299   -1.45098   0.893361   0.394646   -0.105505   
1.6618   -1.50115   0.853706   0.396381   -0.107383   
1.75494   -1.44581   0.905415   0.401437   -0.09094   
1.60439   -1.55723   0.825319   0.40693   -0.0971285   
1.63445   -1.57841   0.850554   0.411835   -0.0979111   
1.70943   -1.48724   0.879204   0.410642   -0.081989   
1.64645   -1.44819   0.903242   0.311002   -0.072654   
1.68286   -1.44811   0.935409   0.0970954   -0.0287311   
1.38095   -0.181442   0.970002   0.171286   -0.0683731   
2.64973   -0.533636   0.943093   0.836019   0.191694   
2.10254   -0.773609   1.0025   0.652368   0.154347   
3.49778   -0.565277   1.34853   0.71689   0.107508   
2.18178   -0.752608   0.964341   0.663003   0.15338   
0.961916   -1.38582   0.485737   0.514301   0.172732   
1.50117   -0.989941   0.7386   0.525436   0.0940458   
1.0101   -1.42366   0.54811   0.472934   0.0703154   
1.08315   -1.44199   0.58145   0.476225   0.0493182   
0.879395   -1.67862   0.472094   0.474748   0.0415605   
0.98558   -1.52021   0.525644   0.466311   0.0383412   
0.947527   -1.69627   0.50677   0.477635   0.0330607   
1.30905   -1.23542   0.671289   0.462037   0.0106409   
1.21125   -1.31021   0.600092   0.467058   0.0399193   
1.13303   -1.45848   0.588178   0.442455   0.00627126   
1.22043   -1.36912   0.631838   0.449979   0.0276677   
1.31074   -1.39685   0.690361   0.422463   -0.00160685   
1.36195   -1.30138   0.701386   0.431127   0.0314535   
1.442   -1.28785   0.744559   0.390331   0.000896712   
1.50786   -1.22931   0.773677   0.385015   -0.00140105   
1.7574   -1.03473   0.930587   0.264953   -0.0122994   
1.6712   -1.10459   0.903128   0.0978263   -0.0060582  
