0.801069   -2.60675   0.71887   1.03685   0.496662   
1.73725   -1.58127   0.90307   0.297199   -0.194715   
1.59616   -1.78416   0.824521   0.29633   -0.176612   
1.56611   -1.9475   0.820073   0.27041   -0.155089   
1.6637   -1.86784   0.872525   0.273948   -0.135669   
1.63211   -1.88837   0.85172   0.269165   -0.151881   
1.72734   -1.74658   0.891291   0.273272   -0.150283   
1.64485   -1.84781   0.850374   0.300683   -0.146415   
1.70912   -1.78776   0.893385   0.30636   -0.148029   
1.68598   -1.77992   0.8778   0.321041   -0.147321   
1.61138   -1.83564   0.830957   0.342652   -0.139324   
1.65536   -1.7872   0.856462   0.354288   -0.138371   
1.65666   -1.77142   0.855979   0.358529   -0.143206   
1.68423   -1.73134   0.87269   0.361824   -0.146292   
1.67326   -1.7479   0.868094   0.383025   -0.131613   
1.67409   -1.72768   0.863455   0.400897   -0.12831   
1.72097   -1.67411   0.891539   0.406147   -0.1224   
1.67737   -1.74296   0.872247   0.41587   -0.12552   
1.72974   -1.66323   0.898377   0.418904   -0.117209   
1.72229   -1.6674   0.897098   0.418421   -0.116805   
1.58207   -1.65628   0.876636   0.322009   -0.101669   
1.76781   -1.50769   0.978289   0.102762   -0.0332603   
1.15399   -1.50286   1.03376   1.32942   0.552855   
1.4014   -1.54968   0.722677   0.387311   -0.125018   
1.39406   -1.71636   0.7163   0.351374   -0.0996884   
1.56663   -1.68658   0.809609   0.324762   -0.0714205   
1.58787   -1.65097   0.821191   0.314399   -0.0898387   
1.41589   -1.83044   0.726145   0.309179   -0.113709   
1.48935   -1.70584   0.751318   0.317967   -0.107094   
1.58542   -1.62609   0.808487   0.323879   -0.102991   
1.60247   -1.61752   0.820194   0.334868   -0.0996405   
1.6588   -1.567   0.849113   0.341648   -0.0984338   
1.51922   -1.69214   0.778287   0.344651   -0.111982   
1.60023   -1.59446   0.816352   0.361007   -0.107352   
1.68826   -1.53155   0.862771   0.374377   -0.087363   
1.63373   -1.57343   0.837373   0.373202   -0.102674   
1.72927   -1.49459   0.886341   0.379578   -0.0938885   
1.68046   -1.51929   0.863028   0.382513   -0.0948585   
1.76093   -1.46456   0.906649   0.39283   -0.0792264   
1.61071   -1.5737   0.82709   0.39713   -0.0885114   
1.63217   -1.59551   0.847271   0.406198   -0.0911969   
1.6884   -1.51214   0.866905   0.405361   -0.0802145   
1.65015   -1.44753   0.904348   0.307832   -0.0698637   
1.68334   -1.44619   0.934915   0.0970923   -0.0261079   
109.288   -0.125459   13.5685   -3.54822   -0.0377973   
2.1828   -0.615165   0.828212   0.788113   0.226725   
1.55148   -0.956218   0.78973   0.56441   0.174884   
6.24864   -0.436469   2.09875   0.893741   0.0943218   
1.90041   -0.820148   0.850221   0.607777   0.166313   
1.10143   -1.25455   0.548156   0.479938   0.145025   
1.74189   -0.927544   0.843252   0.506586   0.0893101   
0.973479   -1.50597   0.520621   0.445849   0.0816295   
1.04777   -1.52677   0.560801   0.448165   0.0564692   
0.833677   -1.81843   0.44079   0.438944   0.0346301   
1.00531   -1.53037   0.529781   0.441012   0.0405628   
0.922863   -1.78602   0.488102   0.45098   0.0380232   
1.29242   -1.27792   0.661562   0.446168   0.019787   
1.13704   -1.41896   0.563719   0.43773   0.0364046   
1.1706   -1.44999   0.605705   0.420811   0.00311504   
1.29529   -1.32583   0.665376   0.434236   0.0271458   
1.29639   -1.41689   0.67605   0.408181   -0.00156101   
1.43681   -1.26241   0.735042   0.422448   0.0323175   
1.44888   -1.29474   0.747473   0.382165   0.00111698   
1.53387   -1.21478   0.781281   0.379863   -0.00138395   
1.70099   -1.06046   0.906084   0.262068   -0.0124881   
1.66753   -1.10394   0.900751   0.0964547   -0.00506812 
