339.82	-0.0700307	23.8062	-0.637863	-0.00218862	
339.215	-0.0738943	25.0285	-2.13319	-0.00664737	
331.742	-0.0776883	25.7178	-2.17326	-0.00692536	
328.58	-0.073758	24.186	-1.46238	-0.00482577	
295.862	-0.0771643	22.784	-1.51012	-0.00554394	
295.526	-0.0765768	22.5805	-2.29338	-0.00822113	
325.526	-0.0731368	23.759	-3.10939	-0.00999212	
324.134	-0.0762303	24.6515	-1.93781	-0.00642625	
293.148	-0.0950593	27.7587	-3.76141	-0.0133988	
325.875	-0.0739992	24.061	-3.26462	-0.0105135	
329.392	-0.0726883	23.8882	-3.36415	-0.0107108	
292.717	-0.0797965	23.2932	-3.05903	-0.0110261	
294.639	-0.0769644	22.6178	-3.42452	-0.0122136	
295.391	-0.0763061	22.4856	-2.9208	-0.0104757	
326.816	-0.0737473	24.0441	-3.73627	-0.0119857	
295.352	-0.076027	22.3996	-3.56306	-0.0126863	
325.197	-0.0752628	24.4139	-3.5014	-0.0113428	
296.39	-0.0746462	22.0696	-3.78167	-0.0134003	
296.018	-0.0759295	22.4203	-3.31228	-0.011835	
325.44	-0.0758062	24.6071	-3.81884	-0.0123305	
323.143	-0.0782833	25.226	-3.36933	-0.0110218	
289.771	-0.0838238	24.2117	-3.18786	-0.0116825	
305.612	-0.0643405	19.7086	-0.71403	-0.00265617	
299.747	-0.070969	21.2966	-1.17841	-0.00426129	
298.677	-0.0720209	21.5192	-2.13487	-0.00752351	
327.736	-0.0798908	26.1564	-0.407236	-0.00157725	
292.805	-0.0798763	23.3741	-1.69017	-0.00617417	
286.371	-0.0893455	25.5389	-1.32702	-0.00506289	
327.28	-0.0811493	26.5318	-1.44823	-0.00479822	
291.816	-0.0814252	23.7403	-1.30037	-0.00490356	
290.073	-0.0837154	24.2506	-1.76179	-0.00655824	
289.431	-0.0846011	24.4505	-1.8972	-0.00706092	
325.909	-0.0807679	26.2922	-1.92092	-0.00635209	
329.084	-0.0771977	25.3816	-1.33259	-0.00448737	
326.901	-0.0772378	25.2228	-1.86703	-0.00617512	
329.316	-0.0813098	26.7382	-2.57839	-0.00831574	
323.98	-0.0782185	25.3152	-2.08679	-0.00693617	
325.7	-0.0800148	26.0255	-2.56757	-0.00840065	
329.955	-0.0786054	25.9064	-2.94438	-0.00945015	
329.216	-0.0816755	26.8476	-2.34003	-0.00762688	
326.9	-0.0796458	26.0084	-2.6308	-0.00858124	
291.757	-0.0808288	23.5553	-3.02144	-0.010969	
321.604	-0.082515	26.4981	-3.03371	-0.00998146	
291.204	-0.0818129	23.7954	-2.59872	-0.0095403	
300.665	-0.0697147	21.0772	-0.34745	-0.00146107	
336.164	-0.0799642	26.9804	1.20535	0.00340169	
289.776	-0.0840458	24.4423	-0.59935	-0.00238284	
284.399	-0.0917542	26.1553	-0.931796	-0.00361674	
329.697	-0.0868235	28.6913	0.218982	0.000373102	
326.955	-0.0907959	29.7395	-0.563286	-0.00201902	
344.351	-0.0828008	28.5895	0.822812	0.00212455	
330.224	-0.0852256	28.2282	-1.03216	-0.00343789	
325.496	-0.0841683	27.4781	-2.23538	-0.0072276	
326.27	-0.0862012	28.1962	-0.0266671	-0.000412361	
325.004	-0.0853552	27.8152	-1.74877	-0.00575113	
334.089	-0.0897991	30.0523	-1.59	-0.00512298	
328.106	-0.0849456	27.9507	-0.248927	-0.00109832	
284.582	-0.0915988	26.127	-0.658896	-0.00272579	
285.511	-0.0900427	25.7826	-0.939187	-0.00372384	
328.182	-0.0837223	27.5601	-1.78018	-0.00580693	
284.415	-0.0916296	26.1245	-1.19581	-0.00467257	
331.068	-0.0842661	27.9742	-2.40597	-0.00770342	
314.343	-0.0882283	27.8009	-1.43295	-0.00498676	
330.706	-0.0833279	27.638	-2.03951	-0.00657787	
314.585	-0.0880681	27.7759	-1.79595	-0.00614583	
285.131	-0.0899793	25.7333	-2.26315	-0.00843233	
