14.3789	-0.690285	10.3244	-3.09936	-0.199035	
19.3901	-0.516358	9.86548	0.0085166	0.00268485	
0.582886	-2.28117	1.02923	-0.00599155	0.143108	
3.81526	-0.978339	3.54673	-0.0972486	-0.0161398	
2.31765	-1.26783	2.64657	0.0460283	0.0585724	
2.64514	-1.39913	3.38922	0.321316	0.174476	
11.4878	-1.0361	12.2334	-3.9998	-0.329329	
19.8799	-0.446064	8.79369	0.107611	0.00850678
0.169719        -4.2005 0.45106 -0.0453602      0.33214	
4.20703	-0.867914	3.54287	-0.0806428	-0.00470798	
8.3125	-0.75813	6.0841	0.194548	0.0362681	
2.8225	-1.34467	3.62144	0.542954	0.24322	
13.5527	-0.794572	11.0915	-3.89346	-0.247483	
15.7319	-0.335592	5.29283	-1.68218	-0.0822501	
0.598307	-3.80487e-07	0.16033	-0.287489	0.104535	
0.583544	-1.5755e-05	0.151366	-0.23129	0.13569	
8.96719	-0.562553	5.09625	-0.250156	0.00424017	
3.47835	-1.4164	4.552	0.388289	0.239154	
