id,npart,ntheta,nphi
805372747,1,3,75
805372748,1,3,76
805372749,1,3,77
805372750,1,3,78
805372751,1,3,79
805372752,1,3,80
805372753,1,3,81
805372754,1,3,82
805372755,1,3,83
805372756,1,3,84
805372757,1,3,85
805372758,1,3,86
805372759,1,3,87
805372760,1,3,88
805372761,1,3,89
805372762,1,3,90
805372763,1,3,91
805372764,1,3,92
805372765,1,3,93
805372766,1,3,94
805372767,1,3,95
805372768,1,3,96
805372769,1,3,97
805372770,1,3,98
805372771,1,3,99
805372772,1,3,100
805372773,1,3,101
805372774,1,3,102
805372775,1,3,103
805372776,1,3,104
805372777,1,3,105
805372778,1,3,106
805372779,1,3,107
805372780,1,3,108
805372781,1,3,109
805372782,1,3,110
805372783,1,3,111
805372784,1,3,112
805372785,1,3,113
805372786,1,3,114
805372787,1,3,115
805372788,1,3,116
805372789,1,3,117
805372790,1,3,118
805372791,1,3,119
805372928,1,4,0
805372929,1,4,1
805372930,1,4,2
805372931,1,4,3
805372932,1,4,4
805372933,1,4,5
805372934,1,4,6
805372935,1,4,7
805372936,1,4,8
805372937,1,4,9
805372938,1,4,10
805372939,1,4,11
805372940,1,4,12
805372941,1,4,13
805372942,1,4,14
805372943,1,4,15
805372944,1,4,16
805372945,1,4,17
805372946,1,4,18
805372947,1,4,19
805372948,1,4,20
805372949,1,4,21
805372950,1,4,22
805372951,1,4,23
805372952,1,4,24
805372953,1,4,25
805372954,1,4,26
805372955,1,4,27
805372956,1,4,28
805372957,1,4,29
805372958,1,4,30
805372959,1,4,31
805372960,1,4,32
805372961,1,4,33
805372962,1,4,34
805372963,1,4,35
805372964,1,4,36
805372965,1,4,37
805372966,1,4,38
805372967,1,4,39
805372968,1,4,40
805372969,1,4,41
805372970,1,4,42
805372971,1,4,43
805372972,1,4,44
805372973,1,4,45
805372974,1,4,46
805372975,1,4,47
805372976,1,4,48
805372977,1,4,49
805372978,1,4,50
805372979,1,4,51
805372980,1,4,52
805372981,1,4,53
805372982,1,4,54
805372983,1,4,55
805372984,1,4,56
805372985,1,4,57
805372986,1,4,58
805372987,1,4,59
805372988,1,4,60
805372989,1,4,61
805372990,1,4,62
805372991,1,4,63
805372992,1,4,64
805372993,1,4,65
805372994,1,4,66
805372995,1,4,67
805372996,1,4,68
805372997,1,4,69
805372998,1,4,70
805372999,1,4,71
805373000,1,4,72
805373001,1,4,73
805373002,1,4,74
805373003,1,4,75
805373004,1,4,76
805373005,1,4,77
805373006,1,4,78
805373007,1,4,79
805373008,1,4,80
805373009,1,4,81
805373010,1,4,82
805373011,1,4,83
805373012,1,4,84
805373013,1,4,85
805373014,1,4,86
805373015,1,4,87
805373016,1,4,88
805373017,1,4,89
805373018,1,4,90
805373019,1,4,91
805373020,1,4,92
805373021,1,4,93
805373022,1,4,94
805373023,1,4,95
805373024,1,4,96
805373025,1,4,97
805373026,1,4,98
805373027,1,4,99
805373028,1,4,100
805373029,1,4,101
805373030,1,4,102
805373031,1,4,103
805373032,1,4,104
805373033,1,4,105
805373034,1,4,106
805373035,1,4,107
805373036,1,4,108
805373037,1,4,109
805373038,1,4,110
805373039,1,4,111
805373040,1,4,112
805373041,1,4,113
805373042,1,4,114
805373043,1,4,115
805373044,1,4,116
805373045,1,4,117
805373046,1,4,118
805373047,1,4,119
805373184,1,5,0
805373185,1,5,1
805373186,1,5,2
805373187,1,5,3
805373188,1,5,4
805373189,1,5,5
805373190,1,5,6
805373191,1,5,7
805373192,1,5,8
805373193,1,5,9
805373194,1,5,10
805373195,1,5,11
805373196,1,5,12
805373197,1,5,13
805373198,1,5,14
805373199,1,5,15
805373200,1,5,16
805373201,1,5,17
805373202,1,5,18
805373203,1,5,19
805373204,1,5,20
805373205,1,5,21
805373206,1,5,22
805373207,1,5,23
805373208,1,5,24
805373209,1,5,25
805373210,1,5,26
805373211,1,5,27
805373212,1,5,28
805373213,1,5,29
805373214,1,5,30
805373215,1,5,31
805373216,1,5,32
805373217,1,5,33
805373218,1,5,34
805373219,1,5,35
805373220,1,5,36
805373221,1,5,37
805373222,1,5,38
805373223,1,5,39
805373224,1,5,40
805373225,1,5,41
805373226,1,5,42
805373227,1,5,43
805373228,1,5,44
805373229,1,5,45
805373230,1,5,46
805373231,1,5,47
805373232,1,5,48
805373233,1,5,49
805373234,1,5,50
805373235,1,5,51
805373236,1,5,52
805373237,1,5,53
805373238,1,5,54
805373239,1,5,55
805373240,1,5,56
805373241,1,5,57
805373242,1,5,58
805373243,1,5,59
805373244,1,5,60
805373245,1,5,61
805373246,1,5,62
805373247,1,5,63
805373248,1,5,64
805373249,1,5,65
805373250,1,5,66
805373251,1,5,67
805373252,1,5,68
805373253,1,5,69
805373254,1,5,70
805373255,1,5,71
805373256,1,5,72
805373257,1,5,73
805373258,1,5,74
805373259,1,5,75
805373260,1,5,76
805373261,1,5,77
805373262,1,5,78
805373263,1,5,79
805373264,1,5,80
805373265,1,5,81
805373266,1,5,82
805373267,1,5,83
805373268,1,5,84
805373269,1,5,85
805373270,1,5,86
805373271,1,5,87
805373272,1,5,88
805373273,1,5,89
805373274,1,5,90
805373275,1,5,91
805373276,1,5,92
805373277,1,5,93
805373278,1,5,94
805373279,1,5,95
805373280,1,5,96
805373281,1,5,97
805373282,1,5,98
805373283,1,5,99
805373284,1,5,100
805373285,1,5,101
805373286,1,5,102
805373287,1,5,103
805373288,1,5,104
805373289,1,5,105
805373290,1,5,106
805373291,1,5,107
805373292,1,5,108
805373293,1,5,109
805373294,1,5,110
805373295,1,5,111
805373296,1,5,112
805373297,1,5,113
805373298,1,5,114
805373299,1,5,115
805373300,1,5,116
805373301,1,5,117
805373302,1,5,118
805373303,1,5,119
805373440,1,6,0
805373441,1,6,1
805373442,1,6,2
805373443,1,6,3
805373444,1,6,4
805373445,1,6,5
805373446,1,6,6
805373447,1,6,7
805373448,1,6,8
805373449,1,6,9
805373450,1,6,10
805373451,1,6,11
805373452,1,6,12
805373453,1,6,13
805373454,1,6,14
805373455,1,6,15
805373456,1,6,16
805373457,1,6,17
805373458,1,6,18
805373459,1,6,19
805373460,1,6,20
805373461,1,6,21
805373462,1,6,22
805373463,1,6,23
805373464,1,6,24
805373465,1,6,25
805373466,1,6,26
805373467,1,6,27
805373468,1,6,28
805373469,1,6,29
805373470,1,6,30
805373471,1,6,31
805373472,1,6,32
805373473,1,6,33
805373474,1,6,34
805373475,1,6,35
805373476,1,6,36
805373477,1,6,37
805373478,1,6,38
805373479,1,6,39
805373480,1,6,40
805373481,1,6,41
805373482,1,6,42
805373483,1,6,43
805373484,1,6,44
805373485,1,6,45
805373486,1,6,46
805373487,1,6,47
805373488,1,6,48
805373489,1,6,49
805373490,1,6,50
805373491,1,6,51
805373492,1,6,52
805373493,1,6,53
805373494,1,6,54
805373495,1,6,55
805373496,1,6,56
805373497,1,6,57
805373498,1,6,58
805373499,1,6,59
805373500,1,6,60
805373501,1,6,61
805373502,1,6,62
805373503,1,6,63
805373504,1,6,64
805373505,1,6,65
805373506,1,6,66
805373507,1,6,67
805373508,1,6,68
805373509,1,6,69
805373510,1,6,70
805373511,1,6,71
805373512,1,6,72
805373513,1,6,73
805373514,1,6,74
805373515,1,6,75
805373516,1,6,76
805373517,1,6,77
805373518,1,6,78
805373519,1,6,79
805373520,1,6,80
805373521,1,6,81
805373522,1,6,82
805373523,1,6,83
805373524,1,6,84
805373525,1,6,85
805373526,1,6,86
805373527,1,6,87
805373528,1,6,88
805373529,1,6,89
805373530,1,6,90
805373531,1,6,91
805373532,1,6,92
805373533,1,6,93
805373534,1,6,94
805373535,1,6,95
805373536,1,6,96
805373537,1,6,97
805373538,1,6,98
805373539,1,6,99
805373540,1,6,100
805373541,1,6,101
805373542,1,6,102
805373543,1,6,103
805373544,1,6,104
805373545,1,6,105
805373546,1,6,106
805373547,1,6,107
805373548,1,6,108
805373549,1,6,109
805373550,1,6,110
805373551,1,6,111
805373552,1,6,112
805373553,1,6,113
805373554,1,6,114
805373555,1,6,115
805373556,1,6,116
805373557,1,6,117
805373558,1,6,118
805373559,1,6,119
805373696,1,7,0
805373697,1,7,1
805373698,1,7,2
805373699,1,7,3
805373700,1,7,4
805373701,1,7,5
805373702,1,7,6
805373703,1,7,7
805373704,1,7,8
805373705,1,7,9
805373706,1,7,10
805373707,1,7,11
805373708,1,7,12
805373709,1,7,13
805373710,1,7,14
805373711,1,7,15
805373712,1,7,16
805373713,1,7,17
805373714,1,7,18
805373715,1,7,19
805373716,1,7,20
805373717,1,7,21
805373718,1,7,22
805373719,1,7,23
805373720,1,7,24
805373721,1,7,25
805373722,1,7,26
805373723,1,7,27
805373724,1,7,28
805373725,1,7,29
805373726,1,7,30
805373727,1,7,31
805373728,1,7,32
805373729,1,7,33
805373730,1,7,34
805373731,1,7,35
805373732,1,7,36
805373733,1,7,37
805373734,1,7,38
805373735,1,7,39
805373736,1,7,40
805373737,1,7,41
805373738,1,7,42
805373739,1,7,43
805373740,1,7,44
805373741,1,7,45
805373742,1,7,46
805373743,1,7,47
805373744,1,7,48
805373745,1,7,49
805373746,1,7,50
805373747,1,7,51
805373748,1,7,52
805373749,1,7,53
805373750,1,7,54
805373751,1,7,55
805373752,1,7,56
805373753,1,7,57
805373754,1,7,58
805373755,1,7,59
805373756,1,7,60
805373757,1,7,61
805373758,1,7,62
805373759,1,7,63
805373760,1,7,64
805373761,1,7,65
805373762,1,7,66
805373763,1,7,67
805373764,1,7,68
805373765,1,7,69
805373766,1,7,70
805373767,1,7,71
805373768,1,7,72
805373769,1,7,73
805373770,1,7,74
805373771,1,7,75
805373772,1,7,76
805373773,1,7,77
805373774,1,7,78
805373775,1,7,79
805373776,1,7,80
805373777,1,7,81
805373778,1,7,82
805373779,1,7,83
805373780,1,7,84
805373781,1,7,85
805373782,1,7,86
805373783,1,7,87
805373784,1,7,88
805373785,1,7,89
805373786,1,7,90
805373787,1,7,91
805373788,1,7,92
805373789,1,7,93
805373790,1,7,94
805373791,1,7,95
805373792,1,7,96
805373793,1,7,97
805373794,1,7,98
805373795,1,7,99
805373796,1,7,100
805373797,1,7,101
805373798,1,7,102
805373799,1,7,103
805373800,1,7,104
805373801,1,7,105
805373802,1,7,106
805373803,1,7,107
805373804,1,7,108
805373805,1,7,109
805373806,1,7,110
805373807,1,7,111
805373808,1,7,112
805373809,1,7,113
805373810,1,7,114
805373811,1,7,115
805373812,1,7,116
805373813,1,7,117
805373814,1,7,118
805373815,1,7,119
805373952,1,8,0
805373953,1,8,1
805373954,1,8,2
805373955,1,8,3
805373956,1,8,4
805373957,1,8,5
805373958,1,8,6
805373959,1,8,7
805373960,1,8,8
805373961,1,8,9
805373962,1,8,10
805373963,1,8,11
805373964,1,8,12
805373965,1,8,13
805373966,1,8,14
805373967,1,8,15
805373968,1,8,16
805373969,1,8,17
805373970,1,8,18
805373971,1,8,19
805373972,1,8,20
805373973,1,8,21
805373974,1,8,22
805373975,1,8,23
805373976,1,8,24
805373977,1,8,25
805373978,1,8,26
805373979,1,8,27
805373980,1,8,28
805373981,1,8,29
805373982,1,8,30
805373983,1,8,31
805373984,1,8,32
805373985,1,8,33
805373986,1,8,34
805373987,1,8,35
805373988,1,8,36
805373989,1,8,37
805373990,1,8,38
805373991,1,8,39
805373992,1,8,40
805373993,1,8,41
805373994,1,8,42
805373995,1,8,43
805373996,1,8,44
805373997,1,8,45
805373998,1,8,46
805373999,1,8,47
805374000,1,8,48
805374001,1,8,49
805374002,1,8,50
805374003,1,8,51
805374004,1,8,52
805374005,1,8,53
805374006,1,8,54
805374007,1,8,55
805374008,1,8,56
805374009,1,8,57
805374010,1,8,58
805374011,1,8,59
805374012,1,8,60
805374013,1,8,61
805374014,1,8,62
805374015,1,8,63
805374016,1,8,64
805374017,1,8,65
805374018,1,8,66
805374019,1,8,67
805374020,1,8,68
805374021,1,8,69
805374022,1,8,70
805374023,1,8,71
805374024,1,8,72
805374025,1,8,73
805374026,1,8,74
805374027,1,8,75
805374028,1,8,76
805374029,1,8,77
805374030,1,8,78
805374031,1,8,79
805374032,1,8,80
805374033,1,8,81
805374034,1,8,82
805374035,1,8,83
805374036,1,8,84
805374037,1,8,85
805374038,1,8,86
805374039,1,8,87
805374040,1,8,88
805374041,1,8,89
805374042,1,8,90
805374043,1,8,91
805374044,1,8,92
805374045,1,8,93
805374046,1,8,94
805374047,1,8,95
805374048,1,8,96
805374049,1,8,97
805374050,1,8,98
805374051,1,8,99
805374052,1,8,100
805374053,1,8,101
805374054,1,8,102
805374055,1,8,103
805374056,1,8,104
805374057,1,8,105
805374058,1,8,106
805374059,1,8,107
805374060,1,8,108
805374061,1,8,109
805374062,1,8,110
805374063,1,8,111
805374064,1,8,112
805374065,1,8,113
805374066,1,8,114
805374067,1,8,115
805374068,1,8,116
805374069,1,8,117
805374070,1,8,118
805374071,1,8,119
805374208,1,9,0
805374209,1,9,1
805374210,1,9,2
805374211,1,9,3
805374212,1,9,4
805374213,1,9,5
805374214,1,9,6
805374215,1,9,7
805374216,1,9,8
805374217,1,9,9
805374218,1,9,10
805374219,1,9,11
805374220,1,9,12
805374221,1,9,13
805374222,1,9,14
805374223,1,9,15
805374224,1,9,16
805374225,1,9,17
805374226,1,9,18
805374227,1,9,19
805374228,1,9,20
805374229,1,9,21
805374230,1,9,22
805374231,1,9,23
805374232,1,9,24
805374233,1,9,25
805374234,1,9,26
805374235,1,9,27
805374236,1,9,28
805374237,1,9,29
805374238,1,9,30
805374239,1,9,31
805374240,1,9,32
805374241,1,9,33
805374242,1,9,34
805374243,1,9,35
805374244,1,9,36
805374245,1,9,37
805374246,1,9,38
805374247,1,9,39
805374248,1,9,40
805374249,1,9,41
805374250,1,9,42
805374251,1,9,43
805374252,1,9,44
805374253,1,9,45
805374254,1,9,46
805374255,1,9,47
805374256,1,9,48
805374257,1,9,49
805374258,1,9,50
805374259,1,9,51
805374260,1,9,52
805374261,1,9,53
805374262,1,9,54
805374263,1,9,55
805374264,1,9,56
805374265,1,9,57
805374266,1,9,58
805374267,1,9,59
805374268,1,9,60
805374269,1,9,61
805374270,1,9,62
805374271,1,9,63
805374272,1,9,64
805374273,1,9,65
805374274,1,9,66
805374275,1,9,67
805374276,1,9,68
805374277,1,9,69
805374278,1,9,70
805374279,1,9,71
805374280,1,9,72
805374281,1,9,73
805374282,1,9,74
805374283,1,9,75
805374284,1,9,76
805374285,1,9,77
805374286,1,9,78
805374287,1,9,79
805374288,1,9,80
805374289,1,9,81
805374290,1,9,82
805374291,1,9,83
805374292,1,9,84
805374293,1,9,85
805374294,1,9,86
805374295,1,9,87
805374296,1,9,88
805374297,1,9,89
805374298,1,9,90
805374299,1,9,91
805374300,1,9,92
805374301,1,9,93
805374302,1,9,94
805374303,1,9,95
805374304,1,9,96
805374305,1,9,97
805374306,1,9,98
805374307,1,9,99
805374308,1,9,100
805374309,1,9,101
805374310,1,9,102
805374311,1,9,103
805374312,1,9,104
805374313,1,9,105
805374314,1,9,106
805374315,1,9,107
805374316,1,9,108
805374317,1,9,109
805374318,1,9,110
805374319,1,9,111
805374320,1,9,112
805374321,1,9,113
805374322,1,9,114
805374323,1,9,115
805374324,1,9,116
805374325,1,9,117
805374326,1,9,118
805374327,1,9,119
805374464,1,10,0
805374465,1,10,1
805374466,1,10,2
805374467,1,10,3
805374468,1,10,4
805374469,1,10,5
805374470,1,10,6
805374471,1,10,7
805374472,1,10,8
805374473,1,10,9
805374474,1,10,10
805374475,1,10,11
805374476,1,10,12
805374477,1,10,13
805374478,1,10,14
805374479,1,10,15
805374480,1,10,16
805374481,1,10,17
805374482,1,10,18
805374483,1,10,19
805374484,1,10,20
805374485,1,10,21
805374486,1,10,22
805374487,1,10,23
805374488,1,10,24
805374489,1,10,25
805374490,1,10,26
805374491,1,10,27
805374492,1,10,28
805374493,1,10,29
805374494,1,10,30
805374495,1,10,31
805374496,1,10,32
805374497,1,10,33
805374498,1,10,34
805374499,1,10,35
805374500,1,10,36
805374501,1,10,37
805374502,1,10,38
805374503,1,10,39
805374504,1,10,40
805374505,1,10,41
805374506,1,10,42
805374507,1,10,43
805374508,1,10,44
805374509,1,10,45
805374510,1,10,46
805374511,1,10,47
805374512,1,10,48
805374513,1,10,49
805374514,1,10,50
805374515,1,10,51
805374516,1,10,52
805374517,1,10,53
805374518,1,10,54
805374519,1,10,55
805374520,1,10,56
805374521,1,10,57
805374522,1,10,58
805374523,1,10,59
805374524,1,10,60
805374525,1,10,61
805374526,1,10,62
805374527,1,10,63
805374528,1,10,64
805374529,1,10,65
805374530,1,10,66
805374531,1,10,67
805374532,1,10,68
805374533,1,10,69
805374534,1,10,70
805374535,1,10,71
805374536,1,10,72
805374537,1,10,73
805374538,1,10,74
805374539,1,10,75
805374540,1,10,76
805374541,1,10,77
805374542,1,10,78
805374543,1,10,79
805374544,1,10,80
805374545,1,10,81
805374546,1,10,82
805374547,1,10,83
805374548,1,10,84
805374549,1,10,85
805374550,1,10,86
805374551,1,10,87
805374552,1,10,88
805374553,1,10,89
805374554,1,10,90
805374555,1,10,91
805374556,1,10,92
805374557,1,10,93
805374558,1,10,94
805374559,1,10,95
805374560,1,10,96
805374561,1,10,97
805374562,1,10,98
805374563,1,10,99
805374564,1,10,100
805374565,1,10,101
805374566,1,10,102
805374567,1,10,103
805374568,1,10,104
805374569,1,10,105
805374570,1,10,106
805374571,1,10,107
805374572,1,10,108
805374573,1,10,109
805374574,1,10,110
805374575,1,10,111
805374576,1,10,112
805374577,1,10,113
805374578,1,10,114
805374579,1,10,115
805374580,1,10,116
805374581,1,10,117
805374582,1,10,118
805374583,1,10,119
805374720,1,11,0
805374721,1,11,1
805374722,1,11,2
805374723,1,11,3
805374724,1,11,4
805374725,1,11,5
805374726,1,11,6
805374727,1,11,7
805374728,1,11,8
805374729,1,11,9
805374730,1,11,10
805374731,1,11,11
805374732,1,11,12
805374733,1,11,13
805374734,1,11,14
805374735,1,11,15
805374736,1,11,16
805374737,1,11,17
805374738,1,11,18
805374739,1,11,19
805374740,1,11,20
805374741,1,11,21
805374742,1,11,22
805374743,1,11,23
805374744,1,11,24
805374745,1,11,25
805374746,1,11,26
805374747,1,11,27
805374748,1,11,28
805374749,1,11,29
805374750,1,11,30
805374751,1,11,31
805374752,1,11,32
805374753,1,11,33
805374754,1,11,34
805374755,1,11,35
805374756,1,11,36
805374757,1,11,37
805374758,1,11,38
805374759,1,11,39
805374760,1,11,40
805374761,1,11,41
805374762,1,11,42
805374763,1,11,43
805374764,1,11,44
805374765,1,11,45
805374766,1,11,46
805374767,1,11,47
805374768,1,11,48
805374769,1,11,49
805374770,1,11,50
805374771,1,11,51
805374772,1,11,52
805374773,1,11,53
805374774,1,11,54
805374775,1,11,55
805374776,1,11,56
805374777,1,11,57
805374778,1,11,58
805374779,1,11,59
805374780,1,11,60
805374781,1,11,61
805374782,1,11,62
805374783,1,11,63
805374784,1,11,64
805374785,1,11,65
805374786,1,11,66
805374787,1,11,67
805374788,1,11,68
805374789,1,11,69
805374790,1,11,70
805374791,1,11,71
805374792,1,11,72
805374793,1,11,73
805374794,1,11,74
805374795,1,11,75
805374796,1,11,76
805374797,1,11,77
805374798,1,11,78
805374799,1,11,79
805374800,1,11,80
805374801,1,11,81
805374802,1,11,82
805374803,1,11,83
805374804,1,11,84
805374805,1,11,85
805374806,1,11,86
805374807,1,11,87
805374808,1,11,88
805374809,1,11,89
805374810,1,11,90
805374811,1,11,91
805374812,1,11,92
805374813,1,11,93
805374814,1,11,94
805374815,1,11,95
805374816,1,11,96
805374817,1,11,97
805374818,1,11,98
805374819,1,11,99
805374820,1,11,100
805374821,1,11,101
805374822,1,11,102
805374823,1,11,103
805374824,1,11,104
805374825,1,11,105
805374826,1,11,106
805374827,1,11,107
805374828,1,11,108
805374829,1,11,109
805374830,1,11,110
805374831,1,11,111
805374832,1,11,112
805374833,1,11,113
805374834,1,11,114
805374835,1,11,115
805374836,1,11,116
805374837,1,11,117
805374838,1,11,118
805374839,1,11,119
805374976,1,12,0
805374977,1,12,1
805374978,1,12,2
805374979,1,12,3
805374980,1,12,4
805374981,1,12,5
805374982,1,12,6
805374983,1,12,7
805374984,1,12,8
805374985,1,12,9
805374986,1,12,10
805374987,1,12,11
805374988,1,12,12
805374989,1,12,13
805374990,1,12,14
805374991,1,12,15
805374992,1,12,16
805374993,1,12,17
805374994,1,12,18
805374995,1,12,19
805374996,1,12,20
805374997,1,12,21
805374998,1,12,22
805374999,1,12,23
805375000,1,12,24
805375001,1,12,25
805375002,1,12,26
805375003,1,12,27
805375004,1,12,28
805375005,1,12,29
805375006,1,12,30
805375007,1,12,31
805375008,1,12,32
805375009,1,12,33
805375010,1,12,34
805375011,1,12,35
805375012,1,12,36
805375013,1,12,37
805375014,1,12,38
805375015,1,12,39
805375016,1,12,40
805375017,1,12,41
805375018,1,12,42
805375019,1,12,43
805375020,1,12,44
805375021,1,12,45
805375022,1,12,46
805375023,1,12,47
805375024,1,12,48
805375025,1,12,49
805375026,1,12,50
805375027,1,12,51
805375028,1,12,52
805375029,1,12,53
805375030,1,12,54
805375031,1,12,55
805375032,1,12,56
805375033,1,12,57
805375034,1,12,58
805375035,1,12,59
805375036,1,12,60
805375037,1,12,61
805375038,1,12,62
805375039,1,12,63
805375040,1,12,64
805375041,1,12,65
805375042,1,12,66
805375043,1,12,67
805375044,1,12,68
805375045,1,12,69
805375046,1,12,70
805375047,1,12,71
805375048,1,12,72
805375049,1,12,73
805375050,1,12,74
805375051,1,12,75
805375052,1,12,76
805375053,1,12,77
805375054,1,12,78
805375055,1,12,79
805375056,1,12,80
805375057,1,12,81
805375058,1,12,82
805375059,1,12,83
805375060,1,12,84
805375061,1,12,85
805375062,1,12,86
805375063,1,12,87
805375064,1,12,88
805375065,1,12,89
805375066,1,12,90
805375067,1,12,91
805375068,1,12,92
805375069,1,12,93
805375070,1,12,94
805375071,1,12,95
805375072,1,12,96
805375073,1,12,97
805375074,1,12,98
805375075,1,12,99
805375076,1,12,100
805375077,1,12,101
805375078,1,12,102
805375079,1,12,103
805375080,1,12,104
805375081,1,12,105
805375082,1,12,106
805375083,1,12,107
805375084,1,12,108
805375085,1,12,109
805375086,1,12,110
805375087,1,12,111
805375088,1,12,112
805375089,1,12,113
805375090,1,12,114
805375091,1,12,115
805375092,1,12,116
805375093,1,12,117
805375094,1,12,118
805375095,1,12,119
805375232,1,13,0
805375233,1,13,1
805375234,1,13,2
805375235,1,13,3
805375236,1,13,4
805375237,1,13,5
805375238,1,13,6
805375239,1,13,7
805375240,1,13,8
805375241,1,13,9
805375242,1,13,10
805375243,1,13,11
805375244,1,13,12
805375245,1,13,13
805375246,1,13,14
805375247,1,13,15
805375248,1,13,16
805375249,1,13,17
805375250,1,13,18
805375251,1,13,19
805375252,1,13,20
805375253,1,13,21
805375254,1,13,22
805375255,1,13,23
805375256,1,13,24
805375257,1,13,25
805375258,1,13,26
805375259,1,13,27
805375260,1,13,28
805375261,1,13,29
805375262,1,13,30
805375263,1,13,31
805375264,1,13,32
805375265,1,13,33
805375266,1,13,34
805375267,1,13,35
805375268,1,13,36
805375269,1,13,37
805375270,1,13,38
805375271,1,13,39
805375272,1,13,40
805375273,1,13,41
805375274,1,13,42
805375275,1,13,43
805375276,1,13,44
805375277,1,13,45
805375278,1,13,46
805375279,1,13,47
805375280,1,13,48
805375281,1,13,49
805375282,1,13,50
805375283,1,13,51
805375284,1,13,52
805375285,1,13,53
805375286,1,13,54
805375287,1,13,55
805375288,1,13,56
805375289,1,13,57
805375290,1,13,58
805375291,1,13,59
805375292,1,13,60
805375293,1,13,61
805375294,1,13,62
805375295,1,13,63
805375296,1,13,64
805375297,1,13,65
805375298,1,13,66
805375299,1,13,67
805375300,1,13,68
805375301,1,13,69
805375302,1,13,70
805375303,1,13,71
805375304,1,13,72
805375305,1,13,73
805375306,1,13,74
805375307,1,13,75
805375308,1,13,76
805375309,1,13,77
805375310,1,13,78
805375311,1,13,79
805375312,1,13,80
805375313,1,13,81
805375314,1,13,82
805375315,1,13,83
805375316,1,13,84
805375317,1,13,85
805375318,1,13,86
805375319,1,13,87
805375320,1,13,88
805375321,1,13,89
805375322,1,13,90
805375323,1,13,91
805375324,1,13,92
805375325,1,13,93
805375326,1,13,94
805375327,1,13,95
805375328,1,13,96
805375329,1,13,97
805375330,1,13,98
805375331,1,13,99
805375332,1,13,100
805375333,1,13,101
805375334,1,13,102
805375335,1,13,103
805375336,1,13,104
805375337,1,13,105
805375338,1,13,106
805375339,1,13,107
805375340,1,13,108
805375341,1,13,109
805375342,1,13,110
805375343,1,13,111
805375344,1,13,112
805375345,1,13,113
805375346,1,13,114
805375347,1,13,115
805375348,1,13,116
805375349,1,13,117
805375350,1,13,118
805375351,1,13,119
805375488,1,14,0
805375489,1,14,1
805375490,1,14,2
805375491,1,14,3
805375492,1,14,4
805375493,1,14,5
805375494,1,14,6
805375495,1,14,7
805375496,1,14,8
805375497,1,14,9
805375498,1,14,10
805375499,1,14,11
805375500,1,14,12
805375501,1,14,13
805375502,1,14,14
805375503,1,14,15
805375504,1,14,16
805375505,1,14,17
805375506,1,14,18
805375507,1,14,19
805375508,1,14,20
805375509,1,14,21
805375510,1,14,22
805375511,1,14,23
805375512,1,14,24
805375513,1,14,25
805375514,1,14,26
805375515,1,14,27
805375516,1,14,28
805375517,1,14,29
805375518,1,14,30
805375519,1,14,31
805375520,1,14,32
805375521,1,14,33
805375522,1,14,34
805375523,1,14,35
805375524,1,14,36
805375525,1,14,37
805375526,1,14,38
805375527,1,14,39
805375528,1,14,40
805375529,1,14,41
805375530,1,14,42
805375531,1,14,43
805375532,1,14,44
805375533,1,14,45
805375534,1,14,46
805375535,1,14,47
805375536,1,14,48
805375537,1,14,49
805375538,1,14,50
805375539,1,14,51
805375540,1,14,52
805375541,1,14,53
805375542,1,14,54
805375543,1,14,55
805375544,1,14,56
805375545,1,14,57
805375546,1,14,58
805375547,1,14,59
805375548,1,14,60
805375549,1,14,61
805375550,1,14,62
805375551,1,14,63
805375552,1,14,64
805375553,1,14,65
805375554,1,14,66
805375555,1,14,67
805375556,1,14,68
805375557,1,14,69
805375558,1,14,70
805375559,1,14,71
805375560,1,14,72
805375561,1,14,73
805375562,1,14,74
805375563,1,14,75
805375564,1,14,76
805375565,1,14,77
805375566,1,14,78
805375567,1,14,79
805375568,1,14,80
805375569,1,14,81
805375570,1,14,82
805375571,1,14,83
805375572,1,14,84
805375573,1,14,85
805375574,1,14,86
805375575,1,14,87
805375576,1,14,88
805375577,1,14,89
805375578,1,14,90
805375579,1,14,91
805375580,1,14,92
805375581,1,14,93
805375582,1,14,94
805375583,1,14,95
805375584,1,14,96
805375585,1,14,97
805375586,1,14,98
805375587,1,14,99
805375588,1,14,100
805375589,1,14,101
805375590,1,14,102
805375591,1,14,103
805375592,1,14,104
805375593,1,14,105
805375594,1,14,106
805375595,1,14,107
805375596,1,14,108
805375597,1,14,109
805375598,1,14,110
805375599,1,14,111
805375600,1,14,112
805375601,1,14,113
805375602,1,14,114
805375603,1,14,115
805375604,1,14,116
805375605,1,14,117
805375606,1,14,118
805375607,1,14,119
805375744,1,15,0
805375745,1,15,1
805375746,1,15,2
805375747,1,15,3
805375748,1,15,4
805375749,1,15,5
805375750,1,15,6
805375751,1,15,7
805375752,1,15,8
805375753,1,15,9
805375754,1,15,10
805375755,1,15,11
805375756,1,15,12
805375757,1,15,13
805375758,1,15,14
805375759,1,15,15
805375760,1,15,16
805375761,1,15,17
805375762,1,15,18
805375763,1,15,19
805375764,1,15,20
805375765,1,15,21
805375766,1,15,22
805375767,1,15,23
805375768,1,15,24
805375769,1,15,25
805375770,1,15,26
805375771,1,15,27
805375772,1,15,28
805375773,1,15,29
805375774,1,15,30
805375775,1,15,31
805375776,1,15,32
